CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
645,Spain,Female,55,1,133676.65,1,0,1,17095.49
429,France,Female,27,6,117307.44,2,1,1,24020.49
547,Spain,Female,44,5,0.0,3,0,0,5459.07
789,Germany,Female,43,9,116644.29,2,1,1,60176.1
804,Germany,Female,33,10,138335.96,1,1,1,80483.76
538,France,Female,33,5,0.0,2,1,0,126962.41
454,France,Male,34,4,0.0,2,1,0,198817.72
638,France,Female,36,6,0.0,1,1,0,164247.51
663,Germany,Female,46,6,95439.4,1,1,1,21038.58
449,France,Female,37,6,0.0,2,1,0,82176.48
820,Spain,Female,31,2,94222.53,1,1,0,103570.8
549,Spain,Female,39,7,0.0,1,0,0,81259.25
784,Germany,Male,38,1,138515.02,1,1,1,171768.76
765,France,Female,56,1,0.0,1,1,0,13228.93
561,France,Female,22,6,186788.96,2,1,0,73286.8
420,Germany,Female,31,1,108377.75,2,1,1,9904.63
543,Spain,Female,41,4,0.0,1,0,0,194902.16
785,Germany,Female,36,2,99806.85,1,0,1,36976.52
623,Spain,Female,40,7,0.0,1,1,1,25904.12
724,France,Male,29,4,0.0,1,1,0,8982.75
711,France,Female,39,3,152462.79,1,1,0,90305.97
631,Germany,Male,37,9,131519.49,2,1,1,51752.18
753,France,Female,40,0,3768.69,2,1,0,177065.24
733,Germany,Male,38,9,111347.37,2,0,1,194872.97
609,Germany,Male,31,9,103837.75,1,1,1,150218.11
689,Spain,Male,40,2,0.0,2,1,1,164768.82
719,France,Female,37,9,101455.7,1,1,0,25803.59
797,France,Male,24,5,0.0,2,1,0,182257.61
603,Germany,Male,35,1,105346.03,2,1,1,130379.5
690,Spain,Female,36,10,91760.11,1,1,1,135784.94
839,Spain,Female,33,10,75592.43,1,1,0,62674.42
515,Germany,Male,60,9,113715.36,1,1,0,18424.24
817,France,Female,37,6,81070.34,2,1,0,80985.88
687,France,Female,72,9,0.0,1,0,1,69829.4
593,Spain,Male,43,10,0.0,2,0,0,53478.02
691,France,Male,41,2,0.0,1,1,1,56850.92
503,Spain,Male,25,7,0.0,1,0,1,192841.13
750,France,Male,36,7,136492.92,3,1,1,26500.29
541,France,Male,37,9,118636.92,1,1,1,73551.44
758,Germany,Male,41,10,79857.64,1,1,1,78088.17
749,Spain,Male,36,7,0.0,2,0,0,80134.65
596,Spain,Female,29,6,0.0,2,1,0,116696.77
565,France,Male,34,6,0.0,1,1,1,63173.64
434,Germany,Female,58,9,125801.03,2,1,0,60891.8
727,Germany,Female,30,8,119027.28,2,1,1,137903.54
644,France,Female,40,10,139180.97,1,1,1,19959.67
534,France,Male,36,4,120037.96,1,1,0,36275.94
699,Spain,Male,31,8,125927.51,2,1,0,147661.47
608,Spain,Female,35,6,0.0,2,1,1,143463.28
613,France,Male,44,3,0.0,2,0,1,136491.72
565,France,Male,38,5,0.0,2,0,1,80630.32
594,Spain,Female,38,10,0.0,2,1,0,58332.91
800,France,Female,38,2,168190.33,2,1,0,68052.08
576,France,Male,39,9,84719.98,1,0,0,191063.36
537,France,Male,37,6,0.0,1,1,1,17802.42
554,Spain,Male,46,4,0.0,2,0,1,57320.92
698,Germany,Female,51,2,111018.98,1,1,0,86410.28
663,Spain,Female,58,5,216109.88,1,0,1,74176.71
479,Germany,Female,23,9,123575.51,1,0,1,95148.28
710,Spain,Female,75,5,0.0,2,1,1,9376.89
653,Spain,Male,35,6,116662.96,2,1,1,23864.21
646,France,Male,36,6,124445.52,1,1,0,88481.32
768,France,Female,26,5,51116.26,1,1,1,70454.79
512,Spain,Female,35,5,124580.69,1,1,1,18785.48
838,Spain,Female,40,6,61671.19,1,0,1,150659.35
545,Spain,Female,74,3,0.0,2,1,1,161326.73
609,Germany,Female,40,10,137389.77,2,1,0,170122.22
611,Spain,Male,52,7,0.0,1,0,1,73585.18
776,Germany,Male,33,8,115130.34,1,0,0,129525.5
688,Germany,Male,45,9,103399.87,1,0,0,129870.93
516,France,Female,45,4,0.0,1,1,0,95273.73
592,France,Male,27,3,0.0,2,1,1,19645.65
685,Spain,Male,38,4,0.0,2,1,1,35884.91
645,Spain,Male,49,8,0.0,2,1,0,162012.6
736,France,Male,43,4,202443.47,1,1,0,72375.03
466,France,Male,26,3,156815.71,1,1,1,137476.09
567,Germany,Female,46,1,68238.51,2,1,1,109572.58
834,Spain,Male,33,5,0.0,2,1,0,66285.18
616,France,Male,18,6,0.0,2,1,1,27308.58
576,Germany,Female,36,8,166287.85,1,1,1,23305.85
516,Spain,Female,27,1,0.0,1,0,1,112311.15
580,Germany,Male,76,2,130334.84,2,1,1,51672.08
446,France,Female,51,4,105056.13,1,0,0,70613.52
683,Spain,Female,24,8,98567.1,1,1,0,187987.01
738,Spain,Male,44,2,0.0,2,1,0,43018.82
739,France,Male,41,5,0.0,2,0,0,143882.25
673,France,Female,38,2,170061.92,2,0,0,134901.34
706,Spain,Male,28,3,0.0,2,0,1,181543.67
625,Germany,Female,49,4,128504.76,1,1,0,126812.63
571,France,Male,49,4,180614.04,1,0,0,523.0
688,Spain,Female,35,6,0.0,1,1,0,25488.43
840,Spain,Female,36,6,0.0,2,1,0,141364.27
616,Germany,Male,39,2,121704.32,2,1,0,55556.3
418,France,Female,39,2,0.0,2,0,0,9041.71
591,France,Female,31,7,0.0,2,0,1,48778.46
712,France,Female,33,6,0.0,2,1,1,190686.16
665,France,Female,44,7,0.0,2,1,1,66548.58
783,France,Male,40,6,0.0,2,1,0,109742.55
593,Spain,Female,38,4,88736.44,2,1,0,67020.03
639,Spain,Female,54,2,0.0,2,1,1,53843.71
589,France,Female,59,2,0.0,2,1,1,126160.24
774,France,Male,53,4,113709.28,1,1,1,153887.93
513,France,Male,29,10,0.0,2,0,1,25514.77
647,France,Male,28,8,0.0,2,1,1,91055.27
845,France,Male,33,8,164385.53,1,1,0,150664.97
772,Germany,Male,34,7,111565.91,1,1,1,121073.23
674,France,Female,21,9,120150.39,2,1,1,33964.03
599,Germany,Male,40,10,137456.28,2,1,1,14113.11
654,Germany,Male,31,5,150593.59,2,1,1,105218.45
465,France,Female,51,8,122522.32,1,0,0,181297.65
563,France,Female,35,2,183572.84,1,1,1,66006.75
652,France,Male,48,4,59486.31,1,1,0,163944.18
837,Spain,Male,31,9,104678.62,1,0,1,50972.6
597,France,Male,45,7,0.0,2,0,0,167756.45
689,Germany,Male,45,0,130170.82,2,1,0,150856.38
736,France,Female,29,9,0.0,2,0,0,176152.7
588,Spain,Male,32,3,109109.33,1,0,1,4993.94
700,Germany,Female,40,4,148571.07,1,1,0,189826.96
716,France,Male,39,1,70657.61,2,1,1,76476.05
628,Spain,Male,40,10,0.0,2,1,0,103832.58
602,France,Female,33,8,0.0,2,1,1,112928.74
499,Germany,Female,29,6,148051.52,1,1,0,118623.94
553,France,Male,32,7,64082.09,1,0,1,109159.58
749,France,Female,27,9,0.0,2,1,0,132734.87
507,France,Male,33,7,0.0,2,1,1,85411.01
666,France,Female,27,4,0.0,2,0,0,88751.45
671,Spain,Female,42,3,0.0,2,1,1,128449.33
647,Spain,Female,29,2,0.0,2,1,0,179032.68
698,France,Female,51,6,144237.91,4,1,0,157143.61
665,France,Male,52,3,0.0,1,1,0,116137.01
718,France,Female,25,7,0.0,2,1,0,30380.12
622,Spain,Male,27,9,139834.93,1,1,1,152733.89
679,Spain,Female,28,9,0.0,2,0,1,61761.77
554,France,Female,45,6,0.0,2,1,1,181204.5
725,France,Male,35,7,75915.75,1,1,0,150507.43
695,Spain,Male,56,1,0.0,3,1,0,187734.49
708,Germany,Female,42,8,192390.52,2,1,0,823.36
545,France,Male,37,3,91184.01,1,1,0,105476.65
587,Spain,Female,34,1,0.0,2,1,1,97932.68
663,Spain,Female,33,8,96769.04,1,1,1,36864.05
809,Germany,Male,33,8,148055.74,1,0,0,199203.21
646,France,Male,35,6,84026.86,1,0,1,164255.69
707,Spain,Female,35,3,56674.48,1,1,0,17987.4
759,France,Female,46,2,0.0,1,1,1,138380.11
517,France,Male,37,5,113308.84,1,0,1,31517.16
640,France,Female,33,1,167298.42,1,0,1,145381.65
771,France,Male,39,5,0.0,2,1,0,96270.64
614,Germany,Female,39,8,125997.22,1,1,1,128049.34
732,France,Male,36,7,0.0,2,1,1,60830.24
717,France,Male,36,2,148061.89,1,1,0,179128.69
495,France,Male,30,10,129755.99,1,0,0,172749.65
603,France,Male,44,9,0.0,1,1,0,138328.24
632,France,Male,44,3,107764.75,1,1,0,185667.72
487,Spain,Female,40,6,136093.74,1,0,1,193408.43
671,Germany,Male,35,1,144848.74,1,1,1,179012.3
840,France,Male,30,8,136291.71,1,1,0,54113.38
777,France,Female,28,2,134571.5,1,0,1,118313.38
774,France,Female,28,1,71264.02,2,0,1,68759.57
784,Spain,Male,23,2,0.0,1,1,1,6847.73
730,Spain,Female,62,2,0.0,2,1,1,162889.1
612,France,Female,38,1,0.0,2,1,1,9209.21
671,France,Male,34,7,106603.74,2,1,1,26387.71
358,Spain,Female,52,8,143542.36,3,1,0,141959.11
675,France,Male,54,6,0.0,1,1,0,110273.84
850,Spain,Male,71,10,69608.14,1,1,0,97893.4
728,France,Female,59,4,0.0,1,1,1,163365.85
554,France,Male,44,7,85304.27,1,1,1,58076.52
556,France,Male,36,7,154872.08,2,1,1,32044.64
762,France,Female,44,7,159316.64,1,0,0,24780.13
839,France,Female,51,3,0.0,1,1,1,69101.23
588,France,Female,21,8,0.0,2,1,1,110114.19
678,Spain,Female,39,6,0.0,1,0,1,185366.56
653,France,Male,51,3,0.0,1,1,0,170426.65
607,Spain,Female,32,7,0.0,3,0,1,10674.62
555,Spain,Female,35,1,0.0,2,1,0,101667.0
799,France,Female,52,4,161209.66,1,1,1,89081.41
502,Germany,Female,40,7,117304.29,1,0,0,196278.32
684,France,Female,26,5,87098.91,1,0,0,106095.82
727,Spain,Female,31,10,96997.09,2,0,0,76614.04
683,Germany,Female,35,1,132371.3,2,0,0,186123.57
554,France,Female,48,7,0.0,2,1,1,63708.07
574,Spain,Female,28,7,0.0,2,0,0,185660.3
659,France,Male,20,8,0.0,2,0,0,112572.02
747,Germany,Male,58,7,116313.57,1,1,1,190696.35
577,Spain,Male,43,3,0.0,2,1,1,135008.92
738,France,Male,54,4,0.0,1,0,1,55725.04
526,France,Male,42,1,0.0,1,0,1,168486.02
590,Spain,Male,22,7,125265.61,1,1,1,161253.08
835,Germany,Male,20,4,124365.42,1,0,0,180197.74
606,France,Male,34,5,0.0,1,1,0,161971.42
714,France,Male,63,4,138082.16,1,0,1,166677.54
711,France,Male,51,7,0.0,3,1,0,38409.79
760,Germany,Male,34,6,121303.77,2,1,1,59325.21
754,France,Female,47,1,185513.67,1,1,0,27438.83
641,France,Female,37,2,0.0,2,1,0,3939.87
739,France,Female,27,6,0.0,1,1,1,57572.38
492,Germany,Male,45,9,170295.04,2,0,0,164741.81
634,Germany,Female,53,3,113781.5,2,1,1,106345.05
697,Germany,Male,29,0,172693.54,1,0,0,141798.98
679,Germany,Male,35,1,130463.55,2,1,1,37341.17
595,Spain,Male,35,8,0.0,1,1,0,100015.79
587,Germany,Female,38,0,132122.42,2,0,0,31730.32
666,France,Female,27,1,85225.21,1,0,1,64511.44
658,Spain,Male,21,7,0.0,2,0,1,154279.87
793,Spain,Male,63,0,0.0,2,0,1,27166.75
850,France,Male,55,6,0.0,1,1,0,944.41
668,France,Female,53,10,110240.04,1,0,0,183980.56
521,Spain,Female,39,3,146408.68,1,0,0,72993.67
833,France,Male,37,8,151226.18,2,1,1,136129.49
665,France,Female,34,1,96645.54,2,0,0,171413.66
811,France,Female,45,5,0.0,2,1,1,146123.19
773,France,Male,33,9,0.0,2,1,1,1118.31
625,France,Male,45,7,137555.44,1,0,0,124607.7
597,Germany,Female,22,6,101528.61,1,1,0,70529.0
819,France,Male,35,1,0.0,2,0,1,3385.04
771,France,Female,23,7,156123.73,1,1,0,72990.62
520,France,Male,58,3,0.0,2,0,1,32790.02
708,Germany,Female,23,4,71433.08,1,1,0,103697.57
549,France,Female,25,5,0.0,2,0,0,190857.79
726,Germany,Female,51,8,107494.86,2,1,0,140937.91
752,France,Female,41,8,0.0,2,1,0,139844.04
588,France,Female,24,0,0.0,2,1,1,140586.08
790,Spain,Male,46,2,131365.37,2,1,1,180290.68
736,Spain,Female,28,2,0.0,2,1,1,117431.1
595,Spain,Female,43,5,0.0,2,0,0,105149.8
607,Germany,Male,36,10,106702.94,2,0,0,198313.69
685,Spain,Male,39,9,0.0,2,1,1,18826.06
655,France,Female,47,10,0.0,2,1,0,167778.62
658,France,Male,25,3,0.0,2,0,1,173948.4
563,France,Female,34,6,139810.34,1,1,1,152417.79
617,Spain,Female,36,7,115617.24,1,1,1,71519.4
688,France,Male,40,6,0.0,1,1,1,47886.44
661,France,Female,31,3,133964.3,1,1,1,166187.1
581,Spain,Male,30,0,53291.86,1,0,0,196582.28
768,France,Female,28,3,109118.05,2,0,1,50911.41
628,France,Male,45,9,0.0,2,1,1,96862.56
711,France,Male,36,9,137688.71,1,1,1,46884.1
614,Spain,Female,25,10,75212.28,1,1,0,58965.04
676,France,Male,29,4,140720.93,1,1,0,36221.18
443,Spain,Male,36,6,70438.01,2,0,1,56937.43
558,Germany,Male,32,4,108235.91,1,1,1,143783.28
570,France,Female,29,0,0.0,1,1,0,37092.43
740,Germany,Male,33,2,126524.11,1,1,0,136869.31
629,Germany,Female,38,9,123948.85,1,1,0,76053.07
671,Germany,Female,23,9,123943.18,1,1,1,159553.27
687,Spain,Male,35,8,100988.39,2,1,0,22247.27
645,France,Female,24,3,34547.82,1,1,1,11638.17
664,France,Female,44,8,142989.69,1,1,1,115452.51
731,France,Female,47,1,115414.19,3,0,0,191734.67
575,Spain,Female,26,7,0.0,2,1,0,112507.63
725,France,Female,36,1,118851.05,1,1,1,102747.02
535,France,Female,38,8,0.0,2,1,0,136620.64
793,France,Male,63,4,103729.79,2,1,1,80272.06
630,France,Male,37,6,0.0,2,1,1,82647.65
477,France,Male,27,1,128554.98,1,1,1,133173.19
591,Germany,Female,44,10,113581.98,1,1,0,1985.41
671,Germany,Female,48,9,116711.06,2,0,0,76373.38
489,France,Male,38,8,0.0,2,0,1,196990.79
652,Spain,Female,36,1,0.0,2,1,1,19302.78
766,France,Female,26,3,104258.8,1,1,1,428.23
600,France,Female,37,4,0.0,3,1,0,7312.25
790,Spain,Male,37,6,0.0,2,1,1,119484.01
527,Spain,Male,28,6,128396.33,2,1,0,79919.97
567,Spain,Male,43,2,115643.58,2,0,0,174606.35
756,Germany,Male,36,2,136815.64,1,1,1,170041.95
433,Spain,Male,27,2,0.0,2,1,1,153698.65
673,Spain,Female,37,0,0.0,2,0,0,82351.06
595,Spain,Male,23,7,0.0,2,1,1,168085.97
669,France,Female,29,7,146011.4,1,0,0,50249.16
701,Spain,Female,42,5,0.0,2,0,0,24210.56
582,France,Female,32,4,0.0,2,1,0,59668.81
623,France,Male,43,1,0.0,2,1,1,146379.3
534,France,Female,34,7,121551.58,2,1,1,70179.0
776,France,Male,37,2,0.0,1,0,1,8065.0
637,Germany,Male,28,3,123675.69,1,1,1,166458.41
681,Germany,Male,37,8,73179.34,2,1,1,25292.53
615,Spain,Male,32,5,138521.83,1,1,1,56897.1
684,Germany,Male,37,4,138476.41,2,1,1,52367.29
634,Spain,Female,41,4,0.0,2,1,1,164549.74
494,Spain,Male,38,7,0.0,2,1,1,6203.66
648,Germany,Female,43,1,107963.38,1,0,0,186438.86
794,Spain,Male,31,0,144880.34,2,0,1,175643.44
524,France,Male,28,1,93577.3,1,1,1,51670.82
720,France,Female,43,6,137824.03,2,1,0,172557.77
649,France,Male,41,0,0.0,2,0,1,130567.02
712,Germany,Male,53,6,134729.99,2,1,1,132702.64
804,France,Male,24,3,0.0,2,1,0,173195.33
788,France,Female,33,5,0.0,2,0,0,116978.19
680,Germany,Male,30,4,108300.27,2,0,1,44384.57
694,France,Male,40,9,0.0,2,1,0,40463.03
571,Spain,Female,31,3,0.0,2,1,1,194667.92
769,France,Female,40,9,133871.05,1,1,1,50568.02
533,Germany,Male,38,4,70362.52,2,1,1,104189.46
684,Spain,Female,36,5,174180.39,1,1,0,119830.08
670,France,Female,31,2,57530.06,1,1,1,181893.31
613,Germany,Female,43,10,120481.69,1,0,0,94875.03
545,France,Female,55,5,0.0,1,0,0,10034.77
660,France,Female,43,1,0.0,1,0,1,112026.1
539,Germany,Male,42,1,177728.55,1,1,0,105013.63
619,France,Male,43,1,125211.92,1,1,1,113410.49
711,France,Female,21,0,82844.33,2,0,1,1408.68
587,Germany,Male,33,6,132603.36,1,1,0,55775.72
717,France,Female,25,7,108664.85,2,1,0,190011.85
672,France,Male,34,9,0.0,2,1,0,161800.77
657,France,Male,44,6,76495.04,1,1,0,79071.89
652,Spain,Female,42,3,83492.07,2,1,0,37914.12
625,France,Male,43,4,122351.29,1,1,0,71216.6
674,Germany,Male,43,8,85957.88,2,1,0,8757.39
600,France,Female,38,9,0.0,2,1,1,58855.85
685,France,Female,40,7,0.0,2,1,0,103898.59
581,Spain,Female,46,1,0.0,2,1,0,104272.04
603,France,Female,39,9,76769.68,1,0,0,48224.72
540,France,Male,37,6,0.0,2,1,0,141998.89
573,France,Female,36,1,0.0,1,1,1,56905.38
566,France,Male,30,5,0.0,1,1,0,54926.51
751,Germany,Female,51,7,148074.79,1,1,0,146411.41
628,Germany,Male,38,10,113525.84,1,1,0,46044.48
754,France,Male,37,6,0.0,1,1,1,116141.72
849,France,Female,41,9,115465.28,1,1,0,103174.5
650,Germany,Male,23,4,93911.3,2,1,0,69055.45
534,France,Female,42,9,144801.97,1,0,1,12483.39
682,Spain,Male,36,5,0.0,2,1,1,147758.51
678,Spain,Female,40,3,128398.38,1,1,0,168658.3
547,Germany,Male,25,4,98141.57,2,1,1,52309.8
662,France,Male,34,2,117731.79,2,0,1,55120.79
655,France,Male,24,9,107065.31,1,1,1,51959.82
554,France,Female,35,6,117707.18,2,0,0,95277.15
453,Spain,Female,42,5,0.0,3,1,0,83008.49
640,France,Male,44,7,111833.47,1,1,0,67202.74
850,Spain,Male,38,2,94652.04,1,1,1,171960.76
656,Spain,Female,41,6,101179.23,2,1,1,35230.61
761,Germany,Male,36,8,108239.11,2,0,0,99444.02
771,Germany,Female,36,5,77846.9,1,0,0,99805.99
713,Spain,Male,38,6,116980.78,2,0,1,76038.38
706,France,Male,34,8,0.0,2,1,1,37479.97
847,Germany,Female,41,3,101543.51,4,1,0,16025.17
718,France,Female,31,1,152663.77,1,0,1,17128.64
738,Spain,Male,35,3,0.0,1,1,1,15650.73
405,France,Male,39,10,0.0,1,1,0,160810.85
557,France,Male,34,3,83074.0,1,1,0,132673.22
599,France,Male,28,7,119706.22,1,0,0,31190.42
576,France,Male,40,9,0.0,2,1,0,112465.19
732,France,Male,62,2,0.0,2,1,1,25438.87
782,Spain,Female,27,3,0.0,2,1,0,143614.01
777,France,Male,43,1,0.0,2,1,0,21785.91
637,Germany,Male,35,8,147127.81,2,1,1,84760.7
604,France,Male,34,7,0.0,2,1,1,188078.55
728,Spain,Female,29,1,0.0,1,1,1,83056.22
687,France,Female,24,3,110495.27,1,1,0,158615.41
703,Spain,Male,39,6,152685.4,1,0,0,183656.12
525,Germany,Female,47,1,118087.68,1,1,0,88120.78
597,Germany,Female,43,7,119127.46,2,1,0,55809.92
445,Spain,Male,45,10,0.0,2,0,1,90977.48
508,Germany,Female,41,5,82161.7,2,1,0,187776.49
698,Germany,Female,40,8,150777.1,1,1,0,114732.62
712,France,Male,32,9,100606.02,1,1,0,165693.06
665,Germany,Female,37,3,111911.63,1,1,1,110359.68
645,Germany,Female,37,2,136925.09,2,0,1,153400.24
637,Spain,Male,43,8,0.0,1,1,0,12156.93
509,Spain,Male,38,2,0.0,1,0,0,168460.12
713,Spain,Female,26,4,122857.46,2,1,0,144682.17
505,Spain,Male,35,8,116932.59,1,1,0,91092.84
584,France,Male,31,5,0.0,2,1,0,31474.27
693,France,Male,43,6,128760.32,1,1,0,36342.79
850,France,Male,41,3,0.0,2,1,0,128892.36
850,France,Female,32,5,106290.64,1,1,0,121982.73
715,France,Female,38,5,118590.41,1,1,1,5684.17
632,Spain,Female,40,3,109740.62,1,1,0,141896.74
804,France,Male,25,7,108396.67,1,1,0,128276.95
850,France,Male,31,1,96399.31,2,1,0,106534.15
601,Spain,Female,41,3,0.0,2,1,0,54342.83
640,Spain,Male,34,1,137523.02,1,0,0,24761.36
850,Germany,Female,36,0,136980.23,2,1,1,99019.65
753,Germany,Female,47,1,131160.85,1,1,0,197444.69
481,France,Female,34,5,0.0,2,1,1,125253.46
452,France,Female,32,5,0.0,2,0,1,75279.39
515,Germany,Male,45,7,120961.5,3,1,1,39288.11
724,France,Male,40,10,0.0,1,1,0,127847.25
680,France,Male,32,5,92961.61,1,1,0,116957.6
637,France,Male,40,8,125470.81,1,1,1,174536.17
740,France,Female,30,8,105209.54,1,1,0,1852.58
723,France,Female,49,4,0.0,2,0,1,89972.25
602,France,Male,32,10,0.0,2,1,1,116052.92
704,Germany,Male,27,5,147004.34,1,1,0,64381.33
563,Spain,Male,32,6,0.0,2,1,1,19720.08
828,France,Female,41,7,0.0,2,1,0,171378.77
483,Germany,Male,41,1,118334.44,1,0,0,163147.99
602,Spain,Female,22,7,141604.76,1,1,0,30379.6
610,Germany,Male,36,7,115462.02,1,0,1,42581.04
685,Germany,Male,30,3,90536.81,1,0,1,63082.88
711,France,Male,41,3,0.0,2,1,1,193747.57
477,Spain,Male,31,9,0.0,2,0,1,184061.17
500,Spain,Male,38,7,0.0,2,0,0,192013.23
544,Spain,Male,22,4,0.0,2,1,0,70007.67
633,Germany,Female,29,8,104944.1,1,1,1,97684.46
670,Spain,Female,40,3,0.0,1,1,1,182650.15
684,France,Female,27,9,122550.05,2,0,1,137835.82
766,Germany,Male,37,2,99660.13,2,0,1,147700.78
575,France,Male,36,1,0.0,1,0,1,94570.56
815,France,Male,45,7,0.0,1,0,1,52885.23
739,Germany,Male,40,5,149131.03,3,1,1,60036.99
643,Spain,Male,34,3,83132.09,1,1,1,21360.88
671,France,Male,27,5,0.0,2,0,0,120893.07
688,Germany,Male,29,9,144553.5,2,1,0,143454.95
850,Germany,Female,31,1,130089.56,2,1,1,4466.21
678,France,Male,26,5,111128.04,1,1,0,60941.27
638,France,Female,42,7,165679.92,1,0,0,32916.29
764,Spain,Male,29,5,0.0,2,1,0,65868.28
640,France,Female,66,9,116037.76,1,0,1,184636.05
529,Spain,Female,35,5,0.0,2,1,0,56518.0
632,Germany,Male,65,6,129472.33,1,1,1,85179.48
596,Spain,Male,41,5,0.0,2,0,1,141053.85
569,Spain,Female,30,3,139528.23,1,1,1,33230.37
561,France,Male,29,9,120268.13,1,1,1,173870.39
776,France,Male,39,8,125211.55,2,1,0,144496.07
521,France,Female,41,2,0.0,2,1,1,113089.43
631,Germany,Male,48,1,106396.48,1,1,1,150661.42
754,France,Female,35,4,0.0,2,1,0,44830.71
596,Germany,Male,54,1,123544.0,1,1,1,120314.75
793,France,Male,56,8,119496.25,2,1,0,29880.99
629,France,Female,61,6,0.0,2,1,1,133672.61
656,France,Male,39,10,0.0,2,1,1,98894.64
633,France,Male,59,2,103996.74,1,1,1,103159.11
607,Spain,Male,34,9,132439.99,1,1,0,177747.72
701,France,Female,43,2,160416.56,1,0,1,37266.43
502,Germany,Female,32,1,173340.83,1,0,1,122763.95
539,Spain,Male,28,5,0.0,2,1,0,48382.4
592,Spain,Female,40,2,200322.45,1,1,1,113244.73
709,France,Female,40,9,131569.63,1,1,1,103970.58
696,Germany,Male,32,4,84421.62,1,0,1,52314.71
721,Spain,Male,33,5,0.0,2,0,1,117626.9
596,Germany,Male,34,4,99441.21,2,0,1,4802.27
515,France,Male,65,7,92113.61,1,1,1,142548.33
661,France,Male,51,6,146606.6,1,1,1,68021.9
591,Spain,Male,29,1,97541.24,1,1,1,196356.17
620,Spain,Female,43,2,0.0,2,1,0,20670.1
716,Germany,Female,39,10,115301.31,1,1,0,43527.4
723,France,Male,30,3,124119.54,1,1,0,162198.32
642,Spain,Male,34,8,0.0,1,1,0,72085.1
639,France,Female,38,4,81550.94,2,0,1,118974.77
850,France,Female,40,5,0.0,2,1,0,35034.15
492,Germany,Female,38,8,57068.43,2,1,0,188974.81
778,France,Male,42,6,0.0,2,1,1,106197.44
579,Spain,Female,35,1,129490.36,2,0,1,8590.83
601,France,Male,46,2,99786.07,1,1,1,32683.88
627,Germany,Male,27,0,185267.45,2,1,1,77027.34
699,France,Male,34,2,117468.67,1,1,0,185227.42
806,France,Male,34,6,0.0,2,0,0,100809.99
473,Germany,Male,40,8,152576.25,2,1,0,73073.68
721,France,Male,42,4,102936.72,1,0,0,1187.88
437,France,Male,49,9,111634.29,2,0,1,166440.32
648,Germany,Female,42,8,121980.56,2,1,0,4027.02
599,Germany,Male,38,9,89111.63,1,0,0,157239.6
634,Germany,Male,48,2,107247.69,1,1,1,103712.05
549,Germany,Female,49,6,124829.16,1,0,1,93551.36
659,France,Male,29,6,123192.12,1,1,1,56971.41
844,France,Male,38,7,111501.66,1,1,1,119333.38
512,France,Female,30,6,0.0,2,1,0,88827.31
712,France,Female,31,7,0.0,2,1,0,170333.38
575,France,Male,40,5,0.0,2,1,1,122488.59
850,France,Female,81,1,0.0,2,1,1,59568.24
834,France,Female,49,2,131394.56,1,0,0,194365.76
814,France,Female,31,6,87772.52,1,1,0,188516.45
501,France,Male,40,4,125832.2,1,1,1,100433.83
650,Spain,Male,41,9,0.0,2,0,1,191599.67
662,France,Male,74,6,0.0,2,1,0,123583.85
748,Spain,Male,39,3,0.0,2,1,1,123998.52
632,Germany,Female,38,6,86569.76,2,1,0,98090.91
540,France,Female,31,7,0.0,1,0,1,183051.6
629,France,Male,40,9,0.0,1,1,0,106.67
730,France,Female,32,9,127661.69,1,0,0,60905.51
634,Spain,Female,35,10,0.0,1,1,0,82634.41
748,Spain,Male,60,3,0.0,2,1,1,78194.37
764,Spain,Female,48,1,75990.97,1,1,0,158323.81
632,France,Female,21,1,0.0,2,1,0,84008.66
599,Germany,Male,45,10,103583.05,1,1,0,132127.69
645,France,Male,42,4,98298.18,1,1,1,676.06
645,France,Female,40,3,129596.77,1,1,1,103232.6
687,France,Male,34,5,128270.56,1,1,0,191092.62
734,Spain,Female,37,0,152760.24,1,1,1,48990.5
735,Spain,Male,34,5,0.0,2,0,0,71095.41
629,Spain,Male,31,6,132876.55,1,1,1,130862.11
618,France,Female,35,10,0.0,2,1,0,180439.75
593,Spain,Male,32,10,158537.42,1,1,0,166850.57
526,France,Male,52,8,93590.47,1,0,1,21228.71
745,France,Male,25,5,157993.15,2,1,0,146041.45
523,France,Female,28,2,121164.11,1,1,1,59938.81
486,Germany,Male,62,9,118356.89,2,1,0,168034.83
714,France,Male,46,1,0.0,1,1,0,152167.79
849,France,Female,41,6,0.0,2,1,1,169203.51
705,France,Female,55,8,0.0,2,1,1,14392.68
634,Spain,Female,36,1,0.0,1,1,1,143960.72
749,France,Male,42,2,56726.83,2,0,1,185543.35
681,Spain,Male,30,2,128393.29,1,1,1,180593.45
588,France,Female,64,3,0.0,1,1,1,189703.65
575,Spain,Male,30,2,0.0,2,1,1,82222.86
647,France,Female,40,9,0.0,2,0,1,92357.21
687,Germany,Female,47,1,91219.29,1,0,0,158845.49
612,France,Male,24,1,182705.05,1,1,1,171837.06
593,France,Male,50,6,171740.69,1,0,0,20893.61
503,Spain,Male,31,4,0.0,2,1,1,21645.06
699,Germany,Male,32,1,123906.22,3,1,1,127443.82
561,Spain,Male,34,4,85141.79,2,1,1,29217.37
693,Germany,Male,25,6,146580.69,1,0,1,14633.35
623,Germany,Male,50,7,126608.37,1,0,1,645.61
